Using device: mps
Sampling 1000 networks across 1 chunks of 1000...

--- Processing Chunk 1/1 (1000 networks) ---
Epoch 384 - Avg Loss: 0.0290, Best Loss: 0.0245
Epoch 385 - Avg Loss: 0.0290, Best Loss: 0.0244
Epoch 386 - Avg Loss: 0.0290, Best Loss: 0.0243
Epoch 387 - Avg Loss: 0.0290, Best Loss: 0.0243
Epoch 388 - Avg Loss: 0.0290, Best Loss: 0.0242
Epoch 389 - Avg Loss: 0.0290, Best Loss: 0.0242
Epoch 390 - Avg Loss: 0.0290, Best Loss: 0.0241
Epoch 391 - Avg Loss: 0.0291, Best Loss: 0.0241
Epoch 392 - Avg Loss: 0.0291, Best Loss: 0.0240
Epoch 393 - Avg Loss: 0.0291, Best Loss: 0.0240
Epoch 394 - Avg Loss: 0.0291, Best Loss: 0.0240
Epoch 395 - Avg Loss: 0.0290, Best Loss: 0.0239
Epoch 396 - Avg Loss: 0.0290, Best Loss: 0.0239
Epoch 397 - Avg Loss: 0.0291, Best Loss: 0.0239
Epoch 398 - Avg Loss: 0.0290, Best Loss: 0.0238
Epoch 399 - Avg Loss: 0.0290, Best Loss: 0.0238
Epoch 400 - Avg Loss: 0.0291, Best Loss: 0.0238
Epoch 401 - Avg Loss: 0.0296, Best Loss: 0.0239
Epoch 402 - Avg Loss: 0.0296, Best Loss: 0.0243
Epoch 403 - Avg Loss: 0.0294, Best Loss: 0.0244
Epoch 404 - Avg Loss: 0.0294, Best Loss: 0.0243
Epoch 405 - Avg Loss: 0.0294, Best Loss: 0.0242
Epoch 406 - Avg Loss: 0.0294, Best Loss: 0.0241
Epoch 407 - Avg Loss: 0.0294, Best Loss: 0.0241
Epoch 408 - Avg Loss: 0.0293, Best Loss: 0.0241
Epoch 409 - Avg Loss: 0.0293, Best Loss: 0.0240
Epoch 410 - Avg Loss: 0.0293, Best Loss: 0.0240
Epoch 411 - Avg Loss: 0.0292, Best Loss: 0.0239
